地域コード,都道府県,市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口,出生数,死亡数,転入者数（日本人移動者）,転出者数（日本人移動者）,世帯数,一般世帯数,一般世帯人員数,核家族世帯数,単独世帯数,65歳以上の世帯員のいる核家族世帯数,夫65歳以上、妻60歳以上の夫婦のみの世帯数,65歳以上世帯員の単独世帯数,婚姻件数,離婚件数,総面積（北方地域及び竹島を除く）,可住地面積,事業所数（民営）,事業所数（民営）（農業、林業）,事業所数（民営）（漁業）,事業所数（民営）（鉱業、採石業、砂利採取業）,事業所数（民営）（建設業）,事業所数（民営）（製造業）,事業所数（民営）（電気・ガス・熱供給・水道業）,事業所数（民営）（情報通信業）,事業所数（民営）（運輸業、郵便業）,事業所数（民営）（卸売業、小売業）,事業所数（民営）（金融業、保険業）,事業所数（民営）（不動産業、物品賃貸業）,事業所数（民営）（学術研究、専門・技術サービス業）,事業所数（民営）（宿泊業、飲食サービス業）,事業所数（民営）（生活関連サービス業、娯楽業）,事業所数（民営）（教育、学習支援業）,事業所数（民営）（医療、福祉）,事業所数（民営）（複合サービス事業）,事業所数（民営）（サービス業（他に分類されないもの））,従業者数（民営）,従業者数（民営）（農業、林業）,従業者数（民営）（漁業）,従業者数（民営）（鉱業、採石業、砂利採取業）,従業者数（民営）（建設業）,従業者数（民営）（製造業）,従業者数（民営）（電気・ガス・熱供給・水道業）,従業者数（民営）（情報通信業）,従業者数（民営）（運輸業、郵便業）,従業者数（民営）（卸売業、小売業）,従業者数（民営）（金融業、保険業）,従業者数（民営）（不動産業、物品賃貸業）,従業者数（民営）（学術研究、専門・技術サービス業）,従業者数（民営）（宿泊業、飲食サービス業）,従業者数（民営）（生活関連サービス業、娯楽業）,従業者数（民営）（教育、学習支援業）,従業者数（民営）（医療、福祉）,従業者数（民営）（複合サービス事業）,従業者数（民営）（サービス業（他に分類されないもの））,農家数（販売農家）,農家数（自給的農家）,一般行政部門職員数（市区町村）,経常収支比率（市町村財政）,実質公債費比率（市町村財政）,歳入決算総額（市町村財政）,地方税（市町村財政）,歳出決算総額（市町村財政）,民生費（市町村財政）,土木費（市町村財政）,教育費（市町村財政）,災害復旧費（市町村財政）,幼稚園数,幼稚園在園者数,小学校数,小学校教員数,小学校児童数,中学校数,中学校教員数,中学校生徒数,義務教育学校数,義務教育学校教員数,義務教育学校前期課程児童数,義務教育学校後期課程生徒数,高等学校数,高等学校生徒数,就業者数,就業者数（男）,就業者数（女）,完全失業者数,完全失業者数（男）,完全失業者数（女）,非労働力人口,非労働力人口（男）,非労働力人口（女）,第１次産業就業者数,第２次産業就業者数,第３次産業就業者数,公民館数,図書館数,総人口（非水洗化人口＋水洗化人口）,非水洗化人口,小売店数,飲食店数,大型小売店数,一般病院数,一般診療所数,歯科診療所数,医師数,歯科医師数,薬剤師数,保育所等数（基本票）
R01236,北海道,北斗市,44302,20542,23760,44002,20505,23497,5444,2808,2636,25434,12184,13250,13332,5541,7791,6564,2395,4169,300,190,665,1256,1525,18337,18261,42666,11338,5276,4726,2534,2499,135,92,39744,9580,1558,17,0,6,194,100,1,2,73,424,19,58,50,124,144,41,151,18,136,16844,210,0,117,1606,2799,1,2,1609,3852,163,272,317,900,560,274,2568,227,1367,449,137,192,84.9,4.3,24901326,5228513,24336574,10493984,3029546,1844190,27468,4,302,11,190,2069,5,106,1200,0,0,0,0,3,546,20738,10936,9802,1183,732,451,14869,5104,9765,1637,4707,14317,1,2,44519,7591,314,88,7,0,26,16,25,17,39,8
R01303,北海道,当別町,15916,7703,8213,15739,7612,8127,1178,589,589,8983,4509,4474,5553,2482,3071,2834,1157,1677,119,58,259,732,640,7281,7268,15488,4138,2601,2113,1230,898,33,17,42286,15808,554,46,0,0,66,30,1,4,14,123,8,48,17,38,48,11,48,6,46,5984,287,0,0,485,1064,17,6,145,1151,44,112,56,308,361,512,1185,34,217,414,64,152,89,9.7,20128728,1937334,19699813,2800878,3857866,4850934,0,0,0,1,18,215,1,15,137,1,48,270,162,1,156,7619,4241,3378,305,192,113,5885,2169,3716,1082,1300,4932,1,2,15348,1167,99,26,3,0,13,6,24,110,60,2
R01304,北海道,新篠津村,3044,1484,1560,3035,1477,1558,300,160,140,1591,852,739,1142,467,675,666,238,428,8,15,67,101,92,1051,1038,2641,566,286,320,193,139,8,0,7804,7596,102,25,0,0,8,6,0,0,5,17,2,1,0,11,4,0,13,2,8,925,133,0,0,143,35,0,0,35,113,4,1,0,75,43,0,243,80,20,221,1,47,83.2,1.7,3780609,335986,3702670,687144,631058,326413,0,0,0,1,14,129,1,14,55,0,0,0,0,0,0,1483,803,680,32,18,14,1045,415,630,612,92,660,0,0,2861,81,13,4,0,0,3,1,1,3,2,0
R01331,北海道,松前町,6260,2805,3455,6218,2800,3418,377,187,190,2611,1272,1339,3266,1343,1923,1804,675,1129,42,15,153,168,221,3196,3186,5995,1590,1351,1083,691,848,8,4,29325,2365,293,2,1,0,41,20,0,0,4,92,5,12,2,14,39,4,22,8,27,1691,31,21,0,200,379,0,0,45,376,22,22,3,74,88,20,261,28,121,14,120,82,83.3,7.9,6534693,646108,5978017,1304315,386561,427637,5995,0,0,3,26,137,1,15,76,0,0,0,0,1,56,2653,1421,1232,131,94,37,3063,1088,1975,268,731,1647,1,1,6280,4553,84,9,0,1,3,3,6,3,8,2
R01332,北海道,福島町,3794,1755,2039,3758,1753,2005,228,103,125,1711,871,840,1851,778,1073,973,364,609,36,12,102,92,120,1861,1858,3717,984,705,655,385,427,8,1,18725,1655,224,2,3,0,31,21,2,0,3,55,2,10,5,17,22,7,14,5,25,1176,7,16,0,223,298,18,0,8,222,10,13,14,41,41,12,127,17,109,14,22,59,82.8,10.4,4769849,528131,4653494,987679,636431,304267,0,1,10,2,17,96,1,13,41,0,0,0,0,1,28,1639,891,748,111,83,28,1745,640,1105,241,590,785,0,0,3485,2530,47,12,0,0,3,2,2,2,2,1
R01333,北海道,知内町,4167,2060,2107,4104,2052,2052,357,176,181,2160,1156,1004,1649,727,922,854,320,534,63,16,86,105,139,1868,1859,3962,984,686,579,338,316,9,3,19676,3188,179,13,3,0,23,19,3,1,3,32,3,3,2,24,15,2,6,7,20,1388,93,13,0,159,361,160,1,12,163,13,10,2,70,38,2,99,54,138,130,38,46,71.9,10.6,5564222,745877,5373431,1367962,526237,747060,7052,0,0,2,21,131,1,17,88,0,0,0,0,1,138,2110,1183,927,75,53,22,1461,560,901,560,559,964,1,0,3998,973,24,13,0,0,4,2,1,2,1,1
R01334,北海道,木古内町,3832,1750,2082,3807,1745,2062,232,113,119,1678,831,847,1908,793,1115,1069,408,661,24,10,82,128,119,1871,1865,3732,967,734,637,381,465,8,3,22186,2390,213,3,0,0,31,12,0,1,7,54,6,5,5,30,23,2,8,5,21,1012,16,0,0,224,90,0,2,73,283,18,11,11,113,34,4,62,21,50,33,34,48,90.5,12.7,5229491,486281,4941050,1059746,458948,407312,21258,0,0,1,15,92,1,13,55,0,0,0,0,0,0,1618,872,746,75,61,14,1745,610,1135,167,392,1044,1,0,3754,2018,49,23,0,1,3,1,6,1,5,1
R01337,北海道,七飯町,27686,12679,15007,27574,12661,14913,3215,1637,1578,14743,6996,7747,9719,4040,5679,4906,1806,3100,112,145,464,840,976,11568,11518,26351,7243,3337,3403,1924,1731,70,47,21675,8022,818,15,0,1,120,53,3,1,38,158,9,30,20,74,78,16,115,10,77,7851,168,0,12,916,1102,33,9,830,1246,29,168,56,459,350,67,1720,103,583,289,40,133,81.9,9.8,13954538,3013385,13549094,4935715,1285016,1159835,1482,1,193,4,89,1240,2,47,616,2,39,69,59,1,295,11853,6228,5625,1202,755,447,10894,3800,7094,1123,2296,8266,3,0,27998,8805,123,48,3,2,18,10,41,12,29,7
R01343,北海道,鹿部町,3760,1779,1981,3646,1756,1890,342,176,166,1901,919,982,1517,684,833,725,310,415,114,17,84,70,141,1619,1613,3595,887,537,528,342,248,9,7,11063,2134,150,3,0,0,22,20,1,0,4,41,1,0,0,18,15,2,11,2,10,1156,23,0,0,120,442,2,0,39,203,7,0,0,85,47,2,150,6,30,1,19,58,82.4,3,3986322,400552,3911499,646316,158569,311737,25776,1,44,1,18,125,1,13,89,0,0,0,0,0,0,1824,964,860,68,47,21,1525,591,934,605,466,751,1,0,3687,2725,31,11,0,0,2,1,2,1,3,0
R01345,北海道,森町,14338,6658,7680,14000,6590,7410,1364,682,682,7403,3659,3744,5532,2289,3243,2727,1013,1714,313,39,260,308,460,6330,6310,13849,3293,2278,1790,974,1115,30,11,36879,9298,776,22,2,3,89,88,4,1,33,184,11,30,15,76,75,14,49,14,66,5582,208,14,19,570,1529,32,1,380,1044,136,52,60,280,198,46,598,117,298,137,49,173,90.8,12.2,14232368,1603927,14107528,3168956,950499,992583,0,2,57,8,64,516,2,37,296,0,0,0,0,1,87,7134,3817,3317,411,280,131,5357,1832,3525,1572,2120,3421,2,1,14261,6433,152,60,1,2,8,6,17,7,14,3
R01346,北海道,八雲町,15826,7894,7932,15526,7746,7780,1591,831,760,8504,4600,3904,5534,2311,3223,2758,1006,1752,225,83,259,545,758,7519,7380,15107,3680,3084,1856,1030,1215,43,28,95608,17253,825,26,2,0,103,53,4,1,26,212,13,38,19,117,67,9,38,17,80,5352,332,15,0,712,791,54,1,330,1156,106,95,78,472,205,61,519,126,299,162,85,155,85.7,12.2,17686459,2236491,17346183,3138059,1250155,813068,2068,1,35,7,84,587,4,57,335,0,0,0,0,1,208,8230,4784,3446,298,169,129,5056,1710,3346,1564,1749,4576,1,1,14913,3545,180,81,0,2,5,7,27,9,27,5
R01347,北海道,長万部町,5109,2448,2661,4932,2394,2538,415,200,215,2507,1337,1170,2088,854,1234,1193,419,774,177,20,100,160,167,2717,2543,4778,1228,1176,725,435,535,23,5,31076,6113,285,4,7,0,28,22,1,0,10,61,4,5,5,45,22,6,17,5,43,2021,40,180,0,167,369,6,0,101,293,17,16,15,157,62,45,159,221,173,34,6,77,84.4,11,6499481,620856,6340891,1103522,703935,517220,0,0,0,1,18,163,1,14,97,0,0,0,0,1,45,2662,1534,1128,71,49,22,1848,601,1247,512,697,1436,0,1,4927,1484,53,32,0,1,2,3,4,2,5,2
R01361,北海道,江差町,7428,3569,3859,7406,3555,3851,589,295,294,3950,2097,1853,2846,1145,1701,1589,572,1017,19,22,112,350,398,3542,3502,6746,1732,1568,932,578,653,18,10,10948,2714,452,9,0,0,49,18,3,2,10,109,10,20,14,64,40,7,40,8,49,2648,50,0,0,263,121,27,3,125,606,104,33,63,187,136,29,532,113,256,76,27,80,85.9,14.2,6403989,795270,6096635,1774983,688294,693325,0,0,0,3,44,209,2,32,122,0,0,0,0,1,192,3571,2063,1508,148,108,40,2848,953,1895,297,613,2584,0,1,7011,3936,99,50,1,2,4,3,18,3,15,4
R01362,北海道,上ノ国町,4306,1965,2341,4255,1944,2311,388,197,191,2047,986,1061,1868,779,1089,992,360,632,50,10,92,105,121,2053,2050,4231,1081,782,617,373,479,7,10,54772,4385,195,9,0,0,29,18,0,0,5,42,3,2,1,18,25,2,14,7,20,1231,131,0,0,350,189,0,0,18,176,11,3,1,42,63,2,135,23,87,81,60,78,82.3,7.1,7111372,456605,6934402,1271022,625258,817061,160523,0,0,2,29,147,1,16,78,0,0,0,0,1,49,1982,1056,926,100,65,35,1825,641,1184,335,554,1081,0,0,4383,1959,36,12,0,0,3,2,2,2,0,1
R01363,北海道,厚沢部町,3592,1717,1875,3562,1711,1851,339,181,158,1713,882,831,1540,654,886,832,310,522,30,12,77,100,142,1654,1646,3470,947,560,551,329,277,5,7,46058,9182,192,18,0,1,21,14,0,0,8,51,3,8,3,17,14,1,10,6,17,1327,166,0,3,203,113,0,0,140,223,13,13,10,57,58,10,154,70,94,209,52,59,74.1,6.1,5520328,397389,5401610,959876,351192,416519,5,0,0,3,32,148,1,15,75,0,0,0,0,0,0,1889,1039,850,73,51,22,1290,446,844,611,321,957,0,1,3517,741,43,13,0,1,1,1,4,1,3,1
R01364,北海道,乙部町,3403,1538,1865,3386,1537,1849,284,142,142,1567,746,821,1552,650,902,857,332,525,17,14,77,81,108,1597,1593,3336,902,561,544,358,381,7,5,16259,2558,172,8,1,1,23,12,0,1,2,40,2,1,2,18,18,3,17,3,20,917,52,1,18,182,153,0,1,7,199,9,7,6,74,32,3,113,14,46,52,65,51,67.1,5,4624885,274058,4476391,696106,505928,254252,0,0,0,2,18,96,1,16,62,0,0,0,0,0,0,1559,833,726,48,37,11,1507,524,983,161,457,940,1,0,3349,759,34,12,0,1,1,1,1,2,2,1
R01367,北海道,奥尻町,2410,1280,1130,2402,1276,1126,163,86,77,1250,774,476,997,420,577,543,207,336,8,4,37,138,191,1215,1203,2202,559,566,332,222,263,4,5,14299,2075,190,1,1,0,15,14,1,0,6,47,3,8,2,46,14,0,5,4,23,772,0,6,0,155,64,8,0,45,161,8,22,1,127,20,0,39,15,101,17,12,83,82.9,9.8,4558828,272972,4410570,390856,472842,457902,0,2,28,2,19,68,1,15,34,0,0,0,0,1,56,1268,850,418,34,27,7,945,317,628,135,161,970,0,0,2374,414,41,23,0,1,3,0,3,1,2,0
R01370,北海道,今金町,5072,2446,2626,5068,2444,2624,468,236,232,2515,1334,1181,2089,876,1213,1176,458,718,4,20,99,117,193,2192,2179,4719,1187,771,657,414,400,12,8,56825,12221,242,10,0,0,31,10,1,0,7,60,3,8,6,34,24,7,11,4,26,1540,92,0,0,242,55,3,0,103,387,15,17,14,114,47,40,252,36,123,239,19,67,75.8,6.6,6998166,551727,6957682,1456404,785347,1127248,9108,0,0,2,25,191,1,14,101,0,0,0,0,0,0,2517,1416,1101,64,47,17,1892,686,1206,706,341,1464,0,0,4815,612,54,27,1,1,4,2,6,2,9,1
R01371,北海道,せたな町,7398,3466,3932,7368,3462,3906,587,298,289,3323,1706,1617,3482,1459,2023,1985,764,1221,30,22,169,191,253,3534,3517,7023,1893,1361,1128,727,772,10,6,63868,13980,421,16,2,3,57,19,2,2,9,109,3,14,5,54,33,3,30,12,48,2325,125,10,23,450,119,9,2,77,481,28,30,16,176,65,7,449,89,169,270,81,118,85.6,8.7,9303554,810051,8940884,2058776,952989,473421,4708,0,0,3,37,210,3,41,144,0,0,0,0,1,167,3676,2060,1616,127,86,41,2982,1009,1973,927,545,2202,0,1,7060,1924,96,36,0,2,5,4,9,5,10,3
R01391,北海道,島牧村,1356,687,669,1354,686,668,112,58,54,680,396,284,564,233,331,326,116,210,2,4,27,27,42,617,612,1246,310,253,175,100,146,5,3,43718,6951,76,1,3,0,7,5,0,0,2,14,1,1,2,11,5,1,6,8,9,365,1,16,0,34,28,0,0,13,62,2,1,5,25,6,1,117,23,31,28,13,47,86,6.5,3073832,109771,2979290,590653,476467,166655,0,0,0,1,11,45,1,13,16,0,0,0,0,0,0,659,410,249,16,12,4,569,207,362,141,84,431,0,0,1323,592,12,2,0,0,1,0,2,1,0,1
R01392,北海道,寿都町,2838,1397,1441,2784,1394,1390,258,139,119,1411,749,662,1167,508,659,641,240,401,54,13,44,94,119,1340,1333,2506,637,622,348,217,297,8,1,9525,1971,175,0,8,0,16,12,2,0,8,42,4,3,1,21,12,1,13,5,27,1223,0,62,0,155,215,6,0,59,172,24,5,1,66,33,1,307,17,100,7,36,54,83.1,12.1,6274717,250012,6223524,852251,625812,434332,5,0,0,2,22,111,1,11,60,0,0,0,0,1,63,1376,754,622,38,26,12,1148,468,680,143,315,908,0,0,2754,536,35,19,0,0,2,2,4,2,2,1
R01393,北海道,黒松内町,2791,1353,1438,2775,1348,1427,304,163,141,1385,758,627,1102,432,670,686,238,448,16,8,62,126,117,1298,1287,2376,582,645,304,202,268,8,1,34565,6575,147,9,0,0,14,5,0,0,4,32,1,8,6,17,8,3,19,3,18,1045,65,0,0,112,66,0,0,35,121,5,15,20,78,21,4,415,14,74,38,13,52,82.9,11.9,5159455,257624,5005907,957022,464582,530166,5,0,0,2,26,123,2,19,76,0,0,0,0,0,0,1315,762,553,42,27,15,1123,399,724,165,207,897,0,0,2634,274,31,6,0,0,4,1,4,1,2,1
R01394,北海道,蘭越町,4568,2197,2371,4530,2175,2355,453,229,224,2285,1180,1105,1828,786,1042,1003,383,620,38,18,89,202,175,2081,2074,4327,1192,748,652,411,334,13,6,44978,9478,213,16,0,1,32,5,0,0,4,57,2,9,4,30,8,5,11,5,24,1316,133,0,2,308,17,0,0,28,247,11,24,13,107,32,12,240,45,97,237,27,105,82,11.4,7484079,480176,7117357,1088013,931814,444262,24952,1,24,2,28,189,1,16,98,0,0,0,0,1,50,2386,1342,1044,57,27,30,1465,496,969,567,335,1330,0,1,4509,967,52,18,0,1,3,2,4,2,2,1
R01395,北海道,ニセコ町,5074,2624,2450,4799,2445,2354,619,339,280,2797,1484,1313,1307,595,712,637,245,392,246,31,61,280,291,2515,2511,4986,1176,1146,466,266,281,28,9,19713,5280,307,9,0,2,16,17,1,3,11,61,3,17,9,92,23,6,13,3,21,2127,51,0,13,137,107,6,7,114,487,16,45,11,789,123,32,97,21,71,127,5,67,83.7,8,5885511,881998,5697379,881122,647553,684439,22762,1,24,2,35,306,1,15,118,0,0,0,0,1,72,2623,1524,1099,132,78,54,1272,434,838,433,383,1772,0,1,4917,748,52,42,2,0,2,2,2,3,5,1
R01396,北海道,真狩村,2045,1035,1010,2008,1006,1002,242,131,111,1098,602,496,705,302,403,389,148,241,37,11,29,84,88,903,900,1937,462,347,230,142,130,6,3,11425,3696,116,8,0,0,9,3,0,0,6,26,1,2,1,30,6,1,12,2,9,688,91,0,0,32,58,0,0,34,156,5,3,13,72,17,2,120,47,38,124,7,54,90,10.7,3190184,214698,3116949,588789,619119,345242,0,0,0,1,11,88,1,14,45,0,0,0,0,1,65,1146,656,490,34,17,17,622,231,391,446,87,603,1,0,1952,366,23,19,0,0,3,1,2,1,5,1
R01397,北海道,留寿都村,1911,971,940,1798,923,875,234,115,119,1184,638,546,493,218,275,270,106,164,113,7,24,86,112,959,956,1835,398,496,161,98,87,9,0,11984,4731,104,5,0,0,3,6,1,0,2,27,1,8,1,28,2,3,3,3,11,538,37,0,0,30,53,2,0,44,150,5,18,10,67,2,11,49,22,38,87,4,55,84.5,12,4308296,472313,4196992,495979,333007,518137,0,0,0,1,12,82,1,13,52,0,0,0,0,1,47,1241,699,542,16,9,7,418,147,271,354,93,794,1,0,1840,266,23,12,0,0,2,1,2,1,0,1
R01398,北海道,喜茂別町,2156,1112,1044,2093,1093,1000,177,92,85,1044,560,484,805,366,439,467,199,268,63,9,49,94,113,1130,1118,2008,474,580,271,168,160,5,3,18941,3538,117,5,0,2,8,3,1,0,8,33,2,1,3,20,8,1,10,3,9,750,33,0,10,124,62,3,0,73,139,7,2,6,77,33,1,144,18,18,76,4,53,81.9,9.6,3217497,303179,3156966,551634,434865,229373,0,0,0,2,15,63,1,11,40,0,0,0,0,0,0,1081,595,486,19,13,6,734,309,425,245,135,700,0,0,2020,173,28,13,0,0,2,2,0,2,2,1
R01399,北海道,京極町,2941,1420,1521,2887,1410,1477,297,158,139,1446,733,713,1114,483,631,639,251,388,53,17,50,86,110,1269,1265,2723,710,440,352,208,169,3,2,23149,3761,152,12,1,0,16,9,0,0,7,30,2,11,1,23,11,2,8,3,16,1293,93,0,0,152,235,0,0,119,142,6,24,4,99,34,2,208,51,124,76,8,63,76.9,7.6,4352618,1729160,3995150,749360,842543,398419,0,0,0,1,21,110,1,10,75,0,0,0,0,0,0,1526,824,702,39,32,7,914,327,587,278,307,841,1,0,2850,105,24,16,0,0,2,2,3,3,2,1
R01400,北海道,倶知安町,15129,7787,7342,14257,7301,6956,1941,999,942,9096,4995,4101,3731,1611,2120,1838,710,1128,589,96,158,1053,1262,7631,7602,14660,3549,3667,1359,805,813,55,32,26134,7105,922,21,0,0,66,17,4,2,25,179,12,109,32,210,73,26,62,6,78,7356,167,0,0,577,215,112,5,399,1448,99,450,121,1546,350,138,863,339,527,161,21,142,81.3,7.3,11812793,3106129,11410578,2371504,2026037,1193615,0,2,148,5,84,813,1,28,361,0,0,0,0,2,432,8009,4736,3273,272,163,109,3747,1267,2480,673,918,6246,1,0,14580,687,138,131,3,1,11,8,41,11,28,2
R01401,北海道,共和町,5772,3047,2725,5763,3044,2719,650,340,310,3273,1884,1389,1826,800,1026,984,387,597,9,42,97,235,277,2728,2723,5697,1382,1128,654,386,357,24,7,30492,10186,208,13,0,2,32,12,1,0,9,47,2,8,4,21,13,1,11,6,26,1553,99,0,9,357,263,3,0,95,300,3,29,27,66,34,1,125,49,93,293,54,84,84.1,8.9,7616386,757769,7483541,1560004,988500,600008,0,2,25,3,38,249,1,15,127,0,0,0,0,0,0,3216,2031,1185,74,46,28,1691,544,1147,788,663,1740,0,0,5482,1608,38,7,0,0,4,3,2,3,0,1
R01402,北海道,岩内町,11648,5500,6148,11599,5477,6122,1106,574,532,6157,3149,3008,4364,1757,2607,2283,830,1453,47,54,200,393,490,5750,5736,11314,3014,2366,1479,883,1239,29,13,7060,1384,685,3,1,0,78,39,2,1,16,151,15,58,16,131,64,11,45,7,47,4357,4,4,0,726,483,29,2,202,791,87,99,57,515,173,42,760,35,348,24,5,117,87.5,14.3,9065508,1171283,8452378,2653603,1331641,512491,0,2,78,2,40,437,2,31,249,0,0,0,0,1,213,5633,3142,2491,243,148,95,4358,1458,2900,180,1755,3672,0,0,11173,6111,127,91,1,1,10,7,15,7,28,3
R01403,北海道,泊村,1569,784,785,1566,784,782,147,80,67,797,461,336,625,243,382,383,133,250,3,8,36,58,71,813,808,1473,339,431,172,94,184,6,2,8227,544,102,0,2,0,24,2,5,0,2,20,1,2,3,11,4,0,5,4,17,1703,0,18,0,303,13,983,0,10,71,2,2,19,50,5,0,83,39,105,1,0,52,46.8,1.3,5203853,2337900,5167060,697631,705107,308005,0,0,0,1,9,47,1,15,36,0,0,0,0,0,0,790,497,293,19,13,6,612,194,418,68,118,600,1,0,1466,3,16,1,0,0,4,1,2,1,0,1
R01404,北海道,神恵内村,870,400,470,869,399,470,65,28,37,357,195,162,448,177,271,280,89,191,1,4,19,21,26,401,396,753,181,181,109,68,108,2,0,14779,972,57,0,1,0,3,1,0,1,1,16,0,1,0,14,3,0,6,1,9,240,0,9,0,15,8,0,1,5,46,0,2,0,44,4,0,41,4,61,0,0,33,90,6.6,3337997,77376,3172339,289565,214407,127679,0,0,0,1,8,21,1,12,17,0,0,0,0,0,0,391,230,161,15,11,4,399,131,268,54,46,289,0,0,772,441,13,7,0,0,1,1,2,1,0,1
R01405,北海道,積丹町,1831,855,976,1827,851,976,148,81,67,823,427,396,859,346,513,476,185,291,4,7,39,43,50,883,881,1799,462,340,303,156,221,4,0,23813,5114,128,1,1,0,8,5,0,0,3,39,1,0,0,40,9,1,5,4,11,488,1,16,0,29,22,0,0,16,103,3,0,0,188,9,4,54,10,33,23,21,51,87.4,9.8,3569200,162148,3418682,493296,236305,285889,0,0,0,4,23,57,1,12,35,0,0,0,0,0,0,941,531,410,30,23,7,698,212,486,264,115,535,0,0,1862,940,32,24,0,0,2,1,1,2,2,1
R01406,北海道,古平町,2745,1307,1438,2692,1301,1391,207,111,96,1297,659,638,1154,492,662,643,255,388,53,3,73,44,51,1282,1246,2508,636,498,401,209,299,4,1,18836,2674,153,2,3,0,20,14,1,0,3,34,2,2,0,15,20,1,16,2,18,941,13,40,0,136,218,3,0,27,127,10,3,0,47,35,1,191,8,82,10,7,53,76.5,8.6,6539973,222185,6399121,993558,354005,167280,5639,0,0,1,17,77,1,13,53,0,0,0,0,0,0,1320,717,603,31,21,10,1094,410,684,192,355,766,0,0,2693,1158,31,11,0,0,1,2,2,2,3,1
R01407,北海道,仁木町,3180,1526,1654,3113,1504,1609,344,178,166,1554,803,751,1282,545,737,673,247,426,67,8,74,98,125,1332,1310,2824,725,470,415,235,237,1,10,16796,4069,161,24,0,0,10,10,0,1,6,29,1,7,1,17,7,1,25,4,18,1178,206,0,0,46,94,0,1,42,147,5,18,1,84,10,6,367,76,75,294,15,57,80.5,9.2,4651245,358224,4604736,1057686,383259,245319,0,0,0,2,24,125,2,30,92,0,0,0,0,0,0,1675,879,796,40,26,14,1085,424,661,801,132,722,0,0,3232,1537,20,12,0,0,3,2,2,4,1,1
R01408,北海道,余市町,18000,8342,9658,17863,8301,9562,1667,839,828,9020,4528,4492,7260,2943,4317,3830,1374,2456,125,70,339,590,688,8283,8235,16995,4552,3121,2458,1467,1647,49,19,14059,4749,826,20,0,1,61,59,3,2,19,221,9,64,17,100,84,15,94,6,51,5994,157,0,4,416,605,33,2,260,1522,65,170,101,390,281,120,1413,104,351,340,21,160,84.4,5.9,12233655,1784067,11736001,3354057,1399022,953655,0,3,212,4,65,659,3,44,364,0,0,0,0,2,264,8136,4299,3837,434,293,141,7103,2559,4544,1401,1208,5480,1,1,17339,3825,180,68,4,1,15,12,28,15,37,3
R01409,北海道,赤井川村,1165,606,559,1105,573,532,131,66,65,673,384,289,361,156,205,185,71,114,60,2,17,55,73,621,614,1124,269,324,126,80,79,6,4,28009,1715,56,5,0,0,5,4,1,0,3,11,0,0,0,11,2,0,3,2,9,543,47,0,0,40,39,7,0,7,93,0,0,0,206,7,0,38,5,54,80,3,37,84.9,6.3,3239225,296756,3097555,386809,511533,195430,0,0,0,2,18,51,1,12,35,0,0,0,0,0,0,705,431,274,26,18,8,301,91,210,205,109,390,0,0,1143,236,7,5,0,0,1,0,1,0,0,0
R01423,北海道,南幌町,7319,3461,3858,7273,3458,3815,693,357,336,4057,1981,2076,2555,1117,1438,1314,515,799,46,34,100,566,267,2980,2966,7047,1962,701,942,535,368,12,10,8136,7995,262,18,0,1,31,28,0,1,10,42,2,8,7,32,25,4,25,3,25,2442,209,0,5,246,461,0,1,175,294,7,46,18,175,114,42,361,76,212,153,108,77,87.5,10.2,7283328,787304,7093523,1390685,597126,440574,0,1,176,1,31,307,1,17,135,0,0,0,0,0,0,3742,2018,1724,140,88,52,2481,863,1618,640,644,2337,0,0,7610,518,30,25,0,1,2,5,5,6,7,1
R01424,北海道,奈井江町,5120,2405,2715,5091,2389,2702,439,233,206,2490,1268,1222,2189,902,1287,1236,451,785,28,15,123,114,183,2312,2297,4829,1292,825,701,452,475,12,7,8819,3979,241,22,0,2,42,15,2,0,7,45,3,9,5,22,12,3,29,4,19,2521,119,0,12,444,948,21,0,62,245,11,12,17,104,53,3,302,35,133,129,18,87,85,10.1,5443770,730903,5298030,1032067,670784,481295,0,0,0,1,16,178,1,14,102,0,0,0,0,1,35,2440,1330,1110,76,53,23,2136,770,1366,391,709,1321,1,1,5010,258,36,16,0,1,3,3,6,3,8,1
R01425,北海道,上砂川町,2841,1292,1549,2824,1281,1543,182,96,86,1201,613,588,1458,583,875,861,291,570,17,13,84,60,109,1479,1475,2721,693,691,430,230,477,9,2,3998,547,98,0,0,1,17,11,0,2,2,21,2,1,0,1,13,0,11,3,13,857,0,0,24,149,359,0,8,17,91,5,1,0,2,44,0,111,8,38,0,0,68,80.8,5.3,3691450,178040,3597773,965412,435131,205447,0,0,0,1,11,73,1,13,38,0,0,0,0,0,0,1042,568,474,124,91,33,1491,537,954,20,284,730,0,0,2597,514,19,1,0,0,4,1,2,1,2,1
